timestamp,index,utilization.gpu,memory.used,memory.total,temperature.gpu,power.draw,power.limit
2026/09/18 07:22:16.418, 0, 0, 3977, 15360, 45, 27.86, 70.00
2026/09/18 07:22:16.426, 1, 0, 3, 15360, 44, 13.83, 70.00
2026/09/18 07:22:16.638, 0, 0, 3977, 15360, 45, 27.76, 70.00
2026/09/18 07:22:16.644, 1, 0, 3, 15360, 44, 13.83, 70.00
2026/09/18 07:22:16.851, 0, 27, 3977, 15360, 45, 34.46, 70.00
2026/09/18 07:22:16.856, 1, 0, 3, 15360, 44, 13.83, 70.00
2026/09/18 07:22:17.063, 0, 100, 3977, 15360, 47, 63.36, 70.00
2026/09/18 07:22:17.070, 1, 0, 3, 15360, 44, 13.83, 70.00
2026/09/18 07:22:17.277, 0, 100, 3977, 15360, 48, 66.26, 70.00
2026/09/18 07:22:17.281, 1, 0, 3, 15360, 44, 13.83, 70.00
2026/09/18 07:22:17.488, 0, 100, 3977, 15360, 49, 62.89, 70.00
2026/09/18 07:22:17.497, 1, 0, 3, 15360, 44, 13.72, 70.00
2026/09/18 07:22:17.704, 0, 100, 3977, 15360, 49, 66.24, 70.00
2026/09/18 07:22:17.709, 1, 0, 3, 15360, 44, 13.82, 70.00
2026/09/18 07:22:17.916, 0, 100, 3977, 15360, 50, 66.11, 70.00
2026/09/18 07:22:17.920, 1, 0, 3, 15360, 44, 13.82, 70.00
2026/09/18 07:22:18.127, 0, 100, 3977, 15360, 50, 66.50, 70.00
2026/09/18 07:22:18.131, 1, 0, 3, 15360, 44, 13.83, 70.00
2026/09/18 07:22:18.338, 0, 100, 3977, 15360, 51, 67.77, 70.00
2026/09/18 07:22:18.343, 1, 0, 3, 15360, 44, 13.82, 70.00
2026/09/18 07:22:18.550, 0, 100, 3977, 15360, 51, 66.89, 70.00
2026/09/18 07:22:18.554, 1, 0, 3, 15360, 44, 13.72, 70.00
2026/09/18 07:22:18.762, 0, 100, 3977, 15360, 51, 68.22, 70.00
2026/09/18 07:22:18.770, 1, 0, 3, 15360, 44, 13.83, 70.00
2026/09/18 07:22:18.977, 0, 100, 3977, 15360, 51, 67.93, 70.00
2026/09/18 07:22:18.981, 1, 0, 3, 15360, 44, 13.82, 70.00
2026/09/18 07:22:19.188, 0, 100, 3977, 15360, 51, 69.10, 70.00
2026/09/18 07:22:19.198, 1, 0, 3, 15360, 44, 13.82, 70.00
2026/09/18 07:22:19.405, 0, 100, 3977, 15360, 51, 67.38, 70.00
2026/09/18 07:22:19.409, 1, 0, 3, 15360, 44, 13.83, 70.00
2026/09/18 07:22:19.616, 0, 100, 3977, 15360, 51, 67.83, 70.00
2026/09/18 07:22:19.620, 1, 0, 3, 15360, 44, 13.72, 70.00
2026/09/18 07:22:19.827, 0, 100, 3977, 15360, 52, 72.45, 70.00
2026/09/18 07:22:19.831, 1, 0, 3, 15360, 44, 13.82, 70.00
2026/09/18 07:22:20.038, 0, 100, 3977, 15360, 52, 69.30, 70.00
2026/09/18 07:22:20.042, 1, 0, 3, 15360, 44, 13.73, 70.00
2026/09/18 07:22:20.249, 0, 100, 3977, 15360, 52, 71.27, 70.00
2026/09/18 07:22:20.254, 1, 0, 3, 15360, 44, 13.82, 70.00
2026/09/18 07:22:20.460, 0, 100, 3977, 15360, 52, 69.01, 70.00
2026/09/18 07:22:20.469, 1, 0, 3, 15360, 44, 13.82, 70.00
2026/09/18 07:22:20.676, 0, 100, 3977, 15360, 52, 69.10, 70.00
2026/09/18 07:22:20.680, 1, 0, 3, 15360, 44, 13.82, 70.00
2026/09/18 07:22:20.887, 0, 100, 3977, 15360, 52, 67.24, 70.00
2026/09/18 07:22:20.895, 1, 0, 3, 15360, 44, 13.72, 70.00
2026/09/18 07:22:21.102, 0, 100, 3977, 15360, 53, 71.71, 70.00
2026/09/18 07:22:21.106, 1, 0, 3, 15360, 44, 13.72, 70.00
2026/09/18 07:22:21.313, 0, 100, 3977, 15360, 53, 66.89, 70.00
2026/09/18 07:22:21.321, 1, 0, 3, 15360, 44, 13.82, 70.00
2026/09/18 07:22:21.528, 0, 100, 3977, 15360, 53, 68.86, 70.00
2026/09/18 07:22:21.532, 1, 0, 3, 15360, 44, 13.82, 70.00
2026/09/18 07:22:21.739, 0, 100, 3977, 15360, 53, 66.40, 70.00
2026/09/18 07:22:21.744, 1, 0, 3, 15360, 44, 13.73, 70.00
2026/09/18 07:22:21.951, 0, 100, 3977, 15360, 53, 69.31, 70.00
2026/09/18 07:22:21.955, 1, 0, 3, 15360, 44, 13.82, 70.00
2026/09/18 07:22:22.162, 0, 100, 3977, 15360, 53, 67.09, 70.00
2026/09/18 07:22:22.168, 1, 0, 3, 15360, 44, 13.82, 70.00
2026/09/18 07:22:22.375, 0, 100, 3977, 15360, 53, 65.36, 70.00
2026/09/18 07:22:22.380, 1, 0, 3, 15360, 44, 13.83, 70.00
2026/09/18 07:22:22.586, 0, 100, 3977, 15360, 53, 71.17, 70.00
2026/09/18 07:22:22.592, 1, 0, 3, 15360, 44, 13.82, 70.00
2026/09/18 07:22:22.799, 0, 100, 3977, 15360, 53, 68.32, 70.00
2026/09/18 07:22:22.803, 1, 0, 3, 15360, 44, 13.82, 70.00
2026/09/18 07:22:23.011, 0, 100, 3977, 15360, 53, 72.29, 70.00
2026/09/18 07:22:23.015, 1, 0, 3, 15360, 44, 13.83, 70.00
2026/09/18 07:22:23.222, 0, 100, 3977, 15360, 53, 71.41, 70.00
2026/09/18 07:22:23.226, 1, 0, 3, 15360, 44, 13.83, 70.00
2026/09/18 07:22:23.433, 0, 100, 3977, 15360, 54, 64.14, 70.00
2026/09/18 07:22:23.441, 1, 0, 3, 15360, 44, 13.82, 70.00
2026/09/18 07:22:23.648, 0, 100, 3977, 15360, 54, 67.44, 70.00
2026/09/18 07:22:23.652, 1, 0, 3, 15360, 44, 13.82, 70.00
2026/09/18 07:22:23.859, 0, 100, 3977, 15360, 54, 68.67, 70.00
2026/09/18 07:22:23.865, 1, 0, 3, 15360, 44, 13.83, 70.00
2026/09/18 07:22:24.072, 0, 100, 3977, 15360, 54, 65.91, 70.00
2026/09/18 07:22:24.076, 1, 0, 3, 15360, 44, 13.82, 70.00
2026/09/18 07:22:24.283, 0, 100, 3977, 15360, 54, 65.81, 70.00
2026/09/18 07:22:24.288, 1, 0, 3, 15360, 44, 13.82, 70.00
2026/09/18 07:22:24.495, 0, 100, 3977, 15360, 54, 68.85, 70.00
2026/09/18 07:22:24.500, 1, 0, 3, 15360, 44, 13.83, 70.00
2026/09/18 07:22:24.707, 0, 100, 3977, 15360, 54, 71.37, 70.00
2026/09/18 07:22:24.713, 1, 0, 3, 15360, 44, 13.82, 70.00
2026/09/18 07:22:24.920, 0, 100, 3977, 15360, 54, 64.08, 70.00
2026/09/18 07:22:24.925, 1, 0, 3, 15360, 44, 13.83, 70.00
2026/09/18 07:22:25.132, 0, 100, 3977, 15360, 54, 66.20, 70.00
2026/09/18 07:22:25.136, 1, 0, 3, 15360, 44, 13.82, 70.00
2026/09/18 07:22:25.343, 0, 100, 3977, 15360, 55, 69.55, 70.00
2026/09/18 07:22:25.347, 1, 0, 3, 15360, 44, 13.83, 70.00
2026/09/18 07:22:25.554, 0, 100, 3977, 15360, 55, 65.81, 70.00
2026/09/18 07:22:25.561, 1, 0, 3, 15360, 44, 13.72, 70.00
2026/09/18 07:22:25.768, 0, 100, 3977, 15360, 55, 73.62, 70.00
2026/09/18 07:22:25.772, 1, 0, 3, 15360, 44, 13.83, 70.00
2026/09/18 07:22:25.979, 0, 100, 3977, 15360, 55, 72.54, 70.00
2026/09/18 07:22:25.985, 1, 0, 3, 15360, 44, 13.82, 70.00
2026/09/18 07:22:26.192, 0, 100, 3977, 15360, 55, 66.99, 70.00
2026/09/18 07:22:26.197, 1, 0, 3, 15360, 44, 13.82, 70.00
2026/09/18 07:22:26.404, 0, 100, 3977, 15360, 55, 71.71, 70.00
2026/09/18 07:22:26.409, 1, 0, 3, 15360, 44, 13.83, 70.00
2026/09/18 07:22:26.616, 0, 100, 3977, 15360, 55, 70.92, 70.00
2026/09/18 07:22:26.621, 1, 0, 3, 15360, 44, 13.82, 70.00
2026/09/18 07:22:26.830, 0, 100, 3977, 15360, 55, 70.63, 70.00
2026/09/18 07:22:26.835, 1, 0, 3, 15360, 44, 13.82, 70.00
2026/09/18 07:22:27.042, 0, 100, 3977, 15360, 55, 70.63, 70.00
2026/09/18 07:22:27.051, 1, 0, 3, 15360, 44, 13.72, 70.00
2026/09/18 07:22:27.257, 0, 100, 3977, 15360, 56, 71.07, 70.00
2026/09/18 07:22:27.262, 1, 0, 3, 15360, 44, 13.82, 70.00
