timestamp,index,utilization.gpu,memory.used,memory.total,temperature.gpu,power.draw,power.limit
2026/09/17 07:32:38.307, 0, 0, 10761, 15360, 68, 32.36, 70.00
2026/09/17 07:32:38.314, 1, 0, 3, 15360, 44, 9.86, 70.00
2026/09/17 07:32:38.525, 0, 0, 10761, 15360, 69, 32.26, 70.00
2026/09/17 07:32:38.531, 1, 0, 3, 15360, 44, 9.66, 70.00
2026/09/17 07:32:38.738, 0, 68, 10761, 15360, 69, 44.58, 70.00
2026/09/17 07:32:38.747, 1, 0, 3, 15360, 44, 9.76, 70.00
2026/09/17 07:32:38.954, 0, 100, 10761, 15360, 70, 63.97, 70.00
2026/09/17 07:32:38.958, 1, 0, 3, 15360, 44, 9.66, 70.00
2026/09/17 07:32:39.165, 0, 100, 10761, 15360, 70, 64.96, 70.00
2026/09/17 07:32:39.175, 1, 0, 3, 15360, 44, 9.66, 70.00
2026/09/17 07:32:39.382, 0, 100, 10761, 15360, 71, 65.57, 70.00
2026/09/17 07:32:39.386, 1, 0, 3, 15360, 44, 10.55, 70.00
2026/09/17 07:32:39.593, 0, 100, 10761, 15360, 71, 74.85, 70.00
2026/09/17 07:32:39.601, 1, 0, 3, 15360, 44, 10.25, 70.00
2026/09/17 07:32:39.808, 0, 100, 10761, 15360, 71, 71.37, 70.00
2026/09/17 07:32:39.813, 1, 0, 3, 15360, 44, 10.15, 70.00
2026/09/17 07:32:40.020, 0, 100, 10761, 15360, 71, 73.53, 70.00
2026/09/17 07:32:40.026, 1, 0, 3, 15360, 44, 10.15, 70.00
2026/09/17 07:32:40.233, 0, 100, 10761, 15360, 71, 63.81, 70.00
2026/09/17 07:32:40.237, 1, 0, 3, 15360, 44, 10.15, 70.00
2026/09/17 07:32:40.444, 0, 100, 10761, 15360, 71, 72.01, 70.00
2026/09/17 07:32:40.456, 1, 0, 3, 15360, 44, 10.06, 70.00
2026/09/17 07:32:40.664, 0, 100, 10761, 15360, 71, 62.34, 70.00
2026/09/17 07:32:40.674, 1, 0, 3, 15360, 44, 10.06, 70.00
2026/09/17 07:32:40.880, 0, 100, 10761, 15360, 72, 66.32, 70.00
2026/09/17 07:32:40.885, 1, 0, 3, 15360, 44, 9.86, 70.00
2026/09/17 07:32:41.092, 0, 100, 10761, 15360, 72, 66.12, 70.00
2026/09/17 07:32:41.101, 1, 0, 3, 15360, 44, 9.95, 70.00
2026/09/17 07:32:41.308, 0, 100, 10761, 15360, 72, 67.59, 70.00
2026/09/17 07:32:41.313, 1, 0, 3, 15360, 44, 10.15, 70.00
2026/09/17 07:32:41.520, 0, 100, 10761, 15360, 72, 65.59, 70.00
2026/09/17 07:32:41.525, 1, 0, 3, 15360, 44, 9.86, 70.00
2026/09/17 07:32:41.732, 0, 100, 10761, 15360, 72, 68.00, 70.00
2026/09/17 07:32:41.737, 1, 0, 3, 15360, 44, 9.96, 70.00
2026/09/17 07:32:41.945, 0, 100, 10761, 15360, 72, 66.96, 70.00
2026/09/17 07:32:41.950, 1, 0, 3, 15360, 44, 9.86, 70.00
2026/09/17 07:32:42.157, 0, 100, 10761, 15360, 72, 68.47, 70.00
2026/09/17 07:32:42.163, 1, 0, 3, 15360, 44, 9.66, 70.00
