timestamp,index,utilization.gpu,memory.used,memory.total,temperature.gpu,power.draw,power.limit
2026/09/17 07:25:29.155, 0, 100, 10761, 15360, 76, 41.85, 70.00
2026/09/17 07:25:29.160, 1, 0, 3, 15360, 43, 9.66, 70.00
2026/09/17 07:25:29.372, 0, 3, 10761, 15360, 76, 64.89, 70.00
2026/09/17 07:25:29.376, 1, 0, 3, 15360, 43, 9.86, 70.00
2026/09/17 07:25:29.583, 0, 82, 10761, 15360, 76, 67.40, 70.00
2026/09/17 07:25:29.590, 1, 0, 3, 15360, 43, 10.35, 70.00
2026/09/17 07:25:29.799, 0, 100, 10761, 15360, 76, 65.53, 70.00
2026/09/17 07:25:29.804, 1, 0, 3, 15360, 43, 9.66, 70.00
2026/09/17 07:25:30.011, 0, 100, 10761, 15360, 76, 68.04, 70.00
2026/09/17 07:25:30.020, 1, 0, 3, 15360, 43, 9.56, 70.00
2026/09/17 07:25:30.227, 0, 100, 10761, 15360, 76, 65.44, 70.00
2026/09/17 07:25:30.232, 1, 0, 3, 15360, 43, 9.66, 70.00
2026/09/17 07:25:30.438, 0, 100, 10761, 15360, 76, 65.73, 70.00
2026/09/17 07:25:30.448, 1, 0, 3, 15360, 43, 10.35, 70.00
2026/09/17 07:25:30.655, 0, 100, 10761, 15360, 76, 67.55, 70.00
2026/09/17 07:25:30.660, 1, 0, 3, 15360, 43, 9.76, 70.00
2026/09/17 07:25:30.867, 0, 100, 10761, 15360, 76, 67.45, 70.00
2026/09/17 07:25:30.871, 1, 0, 3, 15360, 43, 9.66, 70.00
2026/09/17 07:25:31.078, 0, 100, 10761, 15360, 76, 66.81, 70.00
2026/09/17 07:25:31.083, 1, 0, 3, 15360, 43, 9.56, 70.00
2026/09/17 07:25:31.290, 0, 100, 10761, 15360, 77, 67.10, 70.00
2026/09/17 07:25:31.296, 1, 0, 3, 15360, 43, 9.76, 70.00
2026/09/17 07:25:31.503, 0, 100, 10761, 15360, 77, 67.69, 70.00
2026/09/17 07:25:31.508, 1, 0, 3, 15360, 43, 9.96, 70.00
2026/09/17 07:25:31.715, 0, 100, 10761, 15360, 77, 66.12, 70.00
2026/09/17 07:25:31.722, 1, 0, 3, 15360, 43, 9.76, 70.00
2026/09/17 07:25:31.929, 0, 100, 10761, 15360, 77, 66.32, 70.00
2026/09/17 07:25:31.933, 1, 0, 3, 15360, 43, 9.66, 70.00
2026/09/17 07:25:32.140, 0, 100, 10761, 15360, 77, 66.22, 70.00
2026/09/17 07:25:32.145, 1, 0, 3, 15360, 43, 9.66, 70.00
2026/09/17 07:25:32.352, 0, 100, 10761, 15360, 77, 66.32, 70.00
2026/09/17 07:25:32.356, 1, 0, 3, 15360, 43, 9.66, 70.00
2026/09/17 07:25:32.563, 0, 100, 10761, 15360, 77, 64.03, 70.00
2026/09/17 07:25:32.572, 1, 0, 3, 15360, 43, 10.55, 70.00
2026/09/17 07:25:32.780, 0, 100, 10761, 15360, 77, 65.77, 70.00
2026/09/17 07:25:32.791, 1, 0, 3, 15360, 43, 9.56, 70.00
2026/09/17 07:25:32.998, 0, 100, 10761, 15360, 77, 65.93, 70.00
2026/09/17 07:25:33.003, 1, 0, 3, 15360, 43, 9.86, 70.00
2026/09/17 07:25:33.210, 0, 100, 10761, 15360, 77, 63.57, 70.00
2026/09/17 07:25:33.215, 1, 0, 3, 15360, 43, 9.96, 70.00
2026/09/17 07:25:33.422, 0, 100, 10761, 15360, 77, 66.85, 70.00
2026/09/17 07:25:33.427, 1, 0, 3, 15360, 43, 9.76, 70.00
2026/09/17 07:25:33.633, 0, 100, 10761, 15360, 77, 66.32, 70.00
2026/09/17 07:25:33.638, 1, 0, 3, 15360, 43, 10.55, 70.00
2026/09/17 07:25:33.845, 0, 100, 10761, 15360, 77, 66.71, 70.00
2026/09/17 07:25:33.850, 1, 0, 3, 15360, 43, 9.66, 70.00
2026/09/17 07:25:34.057, 0, 100, 10761, 15360, 77, 66.02, 70.00
2026/09/17 07:25:34.066, 1, 0, 3, 15360, 43, 9.86, 70.00
2026/09/17 07:25:34.274, 0, 100, 10761, 15360, 77, 65.93, 70.00
2026/09/17 07:25:34.278, 1, 0, 3, 15360, 43, 9.86, 70.00
2026/09/17 07:25:34.485, 0, 100, 10761, 15360, 77, 65.57, 70.00
2026/09/17 07:25:34.490, 1, 0, 3, 15360, 43, 10.15, 70.00
2026/09/17 07:25:34.697, 0, 100, 10761, 15360, 77, 67.14, 70.00
2026/09/17 07:25:34.702, 1, 0, 3, 15360, 43, 9.76, 70.00
