timestamp,index,utilization.gpu,memory.used,memory.total,temperature.gpu,power.draw,power.limit
2026/09/17 06:07:17.263, 0, 100, 14043, 15360, 76, 67.14, 70.00
2026/09/17 06:07:17.269, 1, 0, 3, 15360, 43, 10.65, 70.00
2026/09/17 06:07:17.481, 0, 37, 14043, 15360, 76, 77.00, 70.00
2026/09/17 06:07:17.488, 1, 0, 3, 15360, 43, 10.15, 70.00
2026/09/17 06:07:17.696, 0, 92, 14043, 15360, 76, 64.85, 70.00
2026/09/17 06:07:17.704, 1, 0, 3, 15360, 43, 9.76, 70.00
2026/09/17 06:07:17.912, 0, 100, 14043, 15360, 76, 65.87, 70.00
2026/09/17 06:07:17.919, 1, 0, 3, 15360, 43, 10.06, 70.00
2026/09/17 06:07:18.127, 0, 100, 14043, 15360, 76, 65.83, 70.00
2026/09/17 06:07:18.134, 1, 0, 3, 15360, 43, 10.06, 70.00
2026/09/17 06:07:18.341, 0, 100, 14043, 15360, 77, 66.81, 70.00
2026/09/17 06:07:18.353, 1, 0, 3, 15360, 43, 10.06, 70.00
2026/09/17 06:07:18.561, 0, 100, 14043, 15360, 77, 66.42, 70.00
2026/09/17 06:07:18.576, 1, 0, 3, 15360, 43, 9.86, 70.00
2026/09/17 06:07:18.784, 0, 82, 14043, 15360, 77, 69.80, 70.00
2026/09/17 06:07:18.798, 1, 0, 3, 15360, 43, 9.66, 70.00
2026/09/17 06:07:19.005, 0, 100, 14043, 15360, 77, 65.12, 70.00
2026/09/17 06:07:19.012, 1, 0, 3, 15360, 43, 9.66, 70.00
2026/09/17 06:07:19.220, 0, 100, 14043, 15360, 77, 66.71, 70.00
2026/09/17 06:07:19.227, 1, 0, 3, 15360, 43, 10.45, 70.00
2026/09/17 06:07:19.435, 0, 100, 14043, 15360, 77, 65.14, 70.00
2026/09/17 06:07:19.446, 1, 0, 3, 15360, 43, 10.45, 70.00
2026/09/17 06:07:19.654, 0, 100, 14043, 15360, 77, 65.44, 70.00
2026/09/17 06:07:19.663, 1, 0, 3, 15360, 43, 9.86, 70.00
