timestamp,index,utilization.gpu,memory.used,memory.total,temperature.gpu,power.draw,power.limit
2026/09/18 07:26:02.059, 0, 0, 3977, 15360, 46, 27.86, 70.00
2026/09/18 07:26:02.067, 1, 0, 3, 15360, 44, 13.83, 70.00
2026/09/18 07:26:02.279, 0, 0, 3977, 15360, 46, 27.86, 70.00
2026/09/18 07:26:02.285, 1, 0, 3, 15360, 44, 13.83, 70.00
2026/09/18 07:26:02.491, 0, 66, 3977, 15360, 47, 40.44, 70.00
2026/09/18 07:26:02.496, 1, 0, 3, 15360, 44, 13.83, 70.00
2026/09/18 07:26:02.704, 0, 100, 3977, 15360, 48, 42.69, 70.00
2026/09/18 07:26:02.708, 1, 0, 3, 15360, 44, 13.83, 70.00
2026/09/18 07:26:02.915, 0, 100, 3977, 15360, 49, 67.18, 70.00
2026/09/18 07:26:02.931, 1, 0, 3, 15360, 44, 13.83, 70.00
2026/09/18 07:26:03.138, 0, 100, 3977, 15360, 50, 72.44, 70.00
2026/09/18 07:26:03.143, 1, 0, 3, 15360, 44, 13.73, 70.00
2026/09/18 07:26:03.350, 0, 100, 3977, 15360, 51, 66.01, 70.00
2026/09/18 07:26:03.354, 1, 0, 3, 15360, 44, 13.83, 70.00
2026/09/18 07:26:03.561, 0, 100, 3977, 15360, 51, 72.25, 70.00
2026/09/18 07:26:03.567, 1, 0, 3, 15360, 44, 13.83, 70.00
2026/09/18 07:26:03.774, 0, 100, 3977, 15360, 51, 72.89, 70.00
2026/09/18 07:26:03.778, 1, 0, 3, 15360, 44, 13.72, 70.00
2026/09/18 07:26:03.985, 0, 100, 3977, 15360, 52, 70.67, 70.00
2026/09/18 07:26:03.991, 1, 0, 3, 15360, 44, 13.72, 70.00
2026/09/18 07:26:04.198, 0, 100, 3977, 15360, 51, 65.12, 70.00
2026/09/18 07:26:04.202, 1, 0, 3, 15360, 44, 13.73, 70.00
2026/09/18 07:26:04.409, 0, 100, 3977, 15360, 52, 71.13, 70.00
2026/09/18 07:26:04.415, 1, 0, 3, 15360, 44, 13.82, 70.00
2026/09/18 07:26:04.622, 0, 100, 3977, 15360, 52, 68.42, 70.00
2026/09/18 07:26:04.626, 1, 0, 3, 15360, 44, 13.82, 70.00
2026/09/18 07:26:04.833, 0, 100, 3977, 15360, 52, 68.47, 70.00
2026/09/18 07:26:04.839, 1, 0, 3, 15360, 44, 13.72, 70.00
2026/09/18 07:26:05.046, 0, 100, 3977, 15360, 52, 70.43, 70.00
2026/09/18 07:26:05.050, 1, 0, 3, 15360, 44, 13.82, 70.00
2026/09/18 07:26:05.257, 0, 100, 3977, 15360, 52, 62.79, 70.00
2026/09/18 07:26:05.261, 1, 0, 3, 15360, 44, 13.82, 70.00
2026/09/18 07:26:05.468, 0, 100, 3977, 15360, 53, 65.03, 70.00
2026/09/18 07:26:05.472, 1, 0, 3, 15360, 44, 13.82, 70.00
2026/09/18 07:26:05.679, 0, 100, 3977, 15360, 52, 65.32, 70.00
2026/09/18 07:26:05.689, 1, 0, 3, 15360, 44, 13.72, 70.00
2026/09/18 07:26:05.895, 0, 100, 3977, 15360, 53, 70.19, 70.00
2026/09/18 07:26:05.899, 1, 0, 3, 15360, 44, 13.82, 70.00
2026/09/18 07:26:06.106, 0, 100, 3977, 15360, 53, 65.46, 70.00
2026/09/18 07:26:06.111, 1, 0, 3, 15360, 44, 13.73, 70.00
2026/09/18 07:26:06.318, 0, 100, 3977, 15360, 53, 69.55, 70.00
2026/09/18 07:26:06.322, 1, 0, 3, 15360, 44, 13.83, 70.00
2026/09/18 07:26:06.529, 0, 100, 3977, 15360, 53, 69.34, 70.00
2026/09/18 07:26:06.535, 1, 0, 3, 15360, 44, 13.82, 70.00
2026/09/18 07:26:06.744, 0, 100, 3977, 15360, 53, 67.97, 70.00
2026/09/18 07:26:06.748, 1, 0, 3, 15360, 44, 13.73, 70.00
2026/09/18 07:26:06.955, 0, 100, 3977, 15360, 53, 66.65, 70.00
2026/09/18 07:26:06.959, 1, 0, 3, 15360, 44, 13.83, 70.00
2026/09/18 07:26:07.166, 0, 100, 3977, 15360, 53, 67.34, 70.00
2026/09/18 07:26:07.170, 1, 0, 3, 15360, 44, 13.72, 70.00
