timestamp,index,utilization.gpu,memory.used,memory.total,temperature.gpu,power.draw,power.limit
2026/09/17 06:58:41.411, 0, 100, 10761, 15360, 79, 66.22, 70.00
2026/09/17 06:58:41.419, 1, 0, 3, 15360, 44, 10.85, 70.00
2026/09/17 06:58:41.630, 0, 62, 10761, 15360, 80, 66.04, 70.00
2026/09/17 06:58:41.636, 1, 0, 3, 15360, 44, 9.65, 70.00
2026/09/17 06:58:41.842, 0, 73, 10761, 15360, 80, 60.77, 70.00
2026/09/17 06:58:41.847, 1, 0, 3, 15360, 44, 9.65, 70.00
2026/09/17 06:58:42.054, 0, 100, 10761, 15360, 80, 64.85, 70.00
2026/09/17 06:58:42.063, 1, 0, 3, 15360, 44, 9.85, 70.00
2026/09/17 06:58:42.270, 0, 100, 10761, 15360, 80, 66.91, 70.00
2026/09/17 06:58:42.274, 1, 0, 3, 15360, 44, 9.75, 70.00
2026/09/17 06:58:42.481, 0, 100, 10761, 15360, 80, 66.96, 70.00
2026/09/17 06:58:42.491, 1, 0, 3, 15360, 44, 10.65, 70.00
2026/09/17 06:58:42.698, 0, 100, 10761, 15360, 80, 66.33, 70.00
2026/09/17 06:58:42.703, 1, 0, 3, 15360, 44, 9.66, 70.00
2026/09/17 06:58:42.910, 0, 100, 10761, 15360, 80, 67.16, 70.00
2026/09/17 06:58:42.917, 1, 0, 3, 15360, 44, 9.66, 70.00
2026/09/17 06:58:43.124, 0, 100, 10761, 15360, 80, 64.16, 70.00
2026/09/17 06:58:43.129, 1, 0, 3, 15360, 44, 10.45, 70.00
2026/09/17 06:58:43.335, 0, 100, 10761, 15360, 80, 66.51, 70.00
2026/09/17 06:58:43.342, 1, 0, 3, 15360, 44, 10.25, 70.00
2026/09/17 06:58:43.549, 0, 100, 10761, 15360, 80, 66.86, 70.00
2026/09/17 06:58:43.554, 1, 0, 3, 15360, 44, 10.05, 70.00
2026/09/17 06:58:43.762, 0, 100, 10761, 15360, 80, 65.04, 70.00
2026/09/17 06:58:43.769, 1, 0, 3, 15360, 44, 10.15, 70.00
2026/09/17 06:58:43.976, 0, 100, 10761, 15360, 80, 66.92, 70.00
2026/09/17 06:58:43.981, 1, 0, 3, 15360, 44, 10.25, 70.00
2026/09/17 06:58:44.188, 0, 100, 10761, 15360, 80, 67.89, 70.00
2026/09/17 06:58:44.197, 1, 0, 3, 15360, 44, 10.55, 70.00
2026/09/17 06:58:44.404, 0, 100, 10761, 15360, 80, 66.73, 70.00
2026/09/17 06:58:44.409, 1, 0, 3, 15360, 44, 10.45, 70.00
2026/09/17 06:58:44.616, 0, 100, 10761, 15360, 80, 66.28, 70.00
2026/09/17 06:58:44.621, 1, 0, 3, 15360, 44, 10.05, 70.00
2026/09/17 06:58:44.827, 0, 100, 10761, 15360, 80, 65.79, 70.00
2026/09/17 06:58:44.832, 1, 0, 3, 15360, 44, 9.76, 70.00
2026/09/17 06:58:45.039, 0, 100, 10761, 15360, 80, 65.73, 70.00
2026/09/17 06:58:45.046, 1, 0, 3, 15360, 44, 9.75, 70.00
2026/09/17 06:58:45.253, 0, 100, 10761, 15360, 81, 64.81, 70.00
2026/09/17 06:58:45.258, 1, 0, 3, 15360, 44, 9.65, 70.00
2026/09/17 06:58:45.464, 0, 100, 10761, 15360, 80, 66.91, 70.00
2026/09/17 06:58:45.472, 1, 0, 3, 15360, 44, 10.65, 70.00
2026/09/17 06:58:45.680, 0, 100, 10761, 15360, 81, 67.26, 70.00
2026/09/17 06:58:45.684, 1, 0, 3, 15360, 44, 9.76, 70.00
2026/09/17 06:58:45.891, 0, 100, 10761, 15360, 81, 67.65, 70.00
2026/09/17 06:58:45.897, 1, 0, 3, 15360, 44, 9.76, 70.00
2026/09/17 06:58:46.104, 0, 100, 10761, 15360, 81, 68.04, 70.00
2026/09/17 06:58:46.109, 1, 0, 3, 15360, 44, 9.76, 70.00
2026/09/17 06:58:46.315, 0, 100, 10761, 15360, 81, 65.04, 70.00
2026/09/17 06:58:46.320, 1, 0, 3, 15360, 44, 9.76, 70.00
2026/09/17 06:58:46.527, 0, 100, 10761, 15360, 81, 65.14, 70.00
2026/09/17 06:58:46.532, 1, 0, 3, 15360, 44, 10.15, 70.00
2026/09/17 06:58:46.738, 0, 100, 10761, 15360, 81, 65.04, 70.00
2026/09/17 06:58:46.743, 1, 0, 3, 15360, 44, 10.35, 70.00
2026/09/17 06:58:46.950, 0, 100, 10761, 15360, 81, 64.26, 70.00
2026/09/17 06:58:46.956, 1, 0, 3, 15360, 44, 10.15, 70.00
2026/09/17 06:58:47.163, 0, 100, 10761, 15360, 81, 63.73, 70.00
2026/09/17 06:58:47.172, 1, 0, 3, 15360, 44, 10.35, 70.00
2026/09/17 06:58:47.379, 0, 100, 10761, 15360, 81, 65.00, 70.00
2026/09/17 06:58:47.383, 1, 0, 3, 15360, 44, 10.45, 70.00
2026/09/17 06:58:47.591, 0, 100, 10761, 15360, 81, 64.26, 70.00
2026/09/17 06:58:47.598, 1, 0, 3, 15360, 44, 9.95, 70.00
2026/09/17 06:58:47.805, 0, 100, 10761, 15360, 81, 65.83, 70.00
2026/09/17 06:58:47.809, 1, 0, 3, 15360, 44, 10.15, 70.00
2026/09/17 06:58:48.016, 0, 100, 10761, 15360, 81, 65.89, 70.00
2026/09/17 06:58:48.022, 1, 0, 3, 15360, 44, 10.15, 70.00
2026/09/17 06:58:48.229, 0, 100, 10761, 15360, 81, 64.75, 70.00
2026/09/17 06:58:48.233, 1, 0, 3, 15360, 44, 9.75, 70.00
2026/09/17 06:58:48.440, 0, 100, 10761, 15360, 81, 66.08, 70.00
2026/09/17 06:58:48.450, 1, 0, 3, 15360, 44, 10.65, 70.00
2026/09/17 06:58:48.657, 0, 100, 10761, 15360, 81, 64.46, 70.00
2026/09/17 06:58:48.666, 1, 0, 3, 15360, 44, 9.65, 70.00
2026/09/17 06:58:48.873, 0, 100, 10761, 15360, 81, 64.95, 70.00
2026/09/17 06:58:48.877, 1, 0, 3, 15360, 44, 9.65, 70.00
2026/09/17 06:58:49.085, 0, 100, 10761, 15360, 81, 67.16, 70.00
2026/09/17 06:58:49.094, 1, 0, 3, 15360, 44, 9.65, 70.00
2026/09/17 06:58:49.301, 0, 100, 10761, 15360, 81, 64.26, 70.00
