timestamp,index,utilization.gpu,memory.used,memory.total,temperature.gpu,power.draw,power.limit
2026/09/17 07:23:08.936, 0, 0, 10761, 15360, 78, 35.21, 70.00
2026/09/17 07:23:08.943, 1, 0, 3, 15360, 44, 9.86, 70.00
2026/09/17 07:23:09.154, 0, 3, 10761, 15360, 78, 43.13, 70.00
2026/09/17 07:23:09.161, 1, 0, 3, 15360, 44, 9.86, 70.00
2026/09/17 07:23:09.368, 0, 100, 10761, 15360, 79, 55.18, 70.00
2026/09/17 07:23:09.372, 1, 0, 3, 15360, 44, 9.76, 70.00
2026/09/17 07:23:09.579, 0, 100, 10761, 15360, 79, 68.64, 70.00
2026/09/17 07:23:09.585, 1, 0, 3, 15360, 44, 10.25, 70.00
2026/09/17 07:23:09.792, 0, 100, 10761, 15360, 80, 65.44, 70.00
2026/09/17 07:23:09.798, 1, 0, 3, 15360, 44, 9.66, 70.00
2026/09/17 07:23:10.006, 0, 100, 10761, 15360, 80, 67.94, 70.00
2026/09/17 07:23:10.012, 1, 0, 3, 15360, 44, 9.66, 70.00
2026/09/17 07:23:10.219, 0, 100, 10761, 15360, 80, 69.86, 70.00
2026/09/17 07:23:10.223, 1, 0, 3, 15360, 44, 9.96, 70.00
2026/09/17 07:23:10.430, 0, 100, 10761, 15360, 80, 67.06, 70.00
2026/09/17 07:23:10.438, 1, 0, 3, 15360, 44, 9.76, 70.00
2026/09/17 07:23:10.645, 0, 100, 10761, 15360, 80, 66.79, 70.00
2026/09/17 07:23:10.650, 1, 0, 3, 15360, 44, 9.86, 70.00
2026/09/17 07:23:10.857, 0, 100, 10761, 15360, 80, 61.85, 70.00
2026/09/17 07:23:10.863, 1, 0, 3, 15360, 44, 9.76, 70.00
2026/09/17 07:23:11.070, 0, 100, 10761, 15360, 80, 62.14, 70.00
2026/09/17 07:23:11.075, 1, 0, 3, 15360, 44, 9.76, 70.00
2026/09/17 07:23:11.281, 0, 100, 10761, 15360, 80, 61.89, 70.00
2026/09/17 07:23:11.288, 1, 0, 3, 15360, 44, 9.76, 70.00
2026/09/17 07:23:11.495, 0, 100, 10761, 15360, 81, 65.63, 70.00
2026/09/17 07:23:11.499, 1, 0, 3, 15360, 44, 9.96, 70.00
2026/09/17 07:23:11.706, 0, 100, 10761, 15360, 81, 63.12, 70.00
2026/09/17 07:23:11.714, 1, 0, 3, 15360, 44, 10.06, 70.00
2026/09/17 07:23:11.921, 0, 100, 10761, 15360, 81, 66.67, 70.00
2026/09/17 07:23:11.926, 1, 0, 3, 15360, 44, 10.45, 70.00
2026/09/17 07:23:12.134, 0, 100, 10761, 15360, 81, 64.99, 70.00
2026/09/17 07:23:12.140, 1, 0, 3, 15360, 44, 9.66, 70.00
2026/09/17 07:23:12.347, 0, 100, 10761, 15360, 81, 64.16, 70.00
2026/09/17 07:23:12.352, 1, 0, 3, 15360, 44, 9.66, 70.00
